"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"A.J. Cole","Indians","2","1","1.41","0","8","0","9.0","7","1","0","13","1","0.89","12.62","1.31","1.02","0.3","0.2","11467"
"Matt Moore","Tigers","0","0","0.47","2","2","0","11.0","4","1","0","10","1","0.49","8.04","1.13","1.98","0.4","0.7","1890"
"Kirby Yates","Padres","2","4","2.32","0","68","41","68.0","48","18","5","105","23","1.04","13.88","3.02","2.17","1.6","1.6","9073"
"Nick Burdi","Pirates","2","1","7.75","0","14","0","12.0","14","10","1","21","4","1.52","15.82","3.33","2.27","0.3","-0.4","16074"
"Felipe Vazquez","Pirates","3","2","2.41","0","65","37","67.0","54","18","6","95","20","1.10","12.79","2.70","2.49","1.4","1.5","12076"
"Edwin Diaz","Mets","4","4","2.26","0","67","37","65.0","46","16","7","100","21","1.02","13.83","2.84","2.53","1.3","1.5","14710"
"Aroldis Chapman","Yankees","3","3","2.40","0","66","37","65.0","43","17","5","97","25","1.04","13.37","3.43","2.54","1.6","1.5","10233"
"Ken Giles","Blue Jays","3","3","2.62","0","65","30","65.0","51","19","6","88","18","1.07","12.32","2.58","2.55","1.4","1.5","12910"
"Ryan Pressly","Astros","4","2","2.15","0","69","3","71.0","50","17","6","86","16","0.94","10.83","2.08","2.56","1.4","2.0","7005"
"Will Smith","Giants","3","2","2.80","0","65","34","64.0","45","20","6","87","19","1.00","12.20","2.69","2.65","1.2","1.2","8048"
"Josh Hader","Brewers","4","5","2.54","0","63","31","70.0","37","20","10","121","26","0.91","15.71","3.36","2.67","1.4","1.6","14212"
"Max Scherzer","Nationals","12","11","3.18","33","33","0","214.0","182","76","23","285","52","1.09","11.96","2.18","2.76","6.5","5.3","3137"
"Matt Barnes","Red Sox","5","3","2.78","0","65","15","65.0","46","20","7","98","26","1.11","13.66","3.62","2.88","1.0","1.5","12863"
"Craig Kimbrel","","2","1","2.94","0","36","0","36.0","24","12","4","55","15","1.10","13.73","3.83","2.89","0.7","0.6","6655"
"Dellin Betances","Yankees","1","1","2.94","0","23","0","23.0","15","8","2","35","11","1.13","13.56","4.19","2.95","0.4","0.4","6216"
"Brad Hand","Indians","5","4","2.73","0","70","36","69.0","51","21","7","92","24","1.09","12.07","3.20","2.97","1.1","1.6","9111"
"Trevor Gott","Giants","3","1","3.23","0","38","0","41.0","29","15","3","42","12","1.02","9.30","2.75","2.98","0.5","0.6","15046"
"Emilio Pagan","Rays","3","2","2.77","0","61","11","63.0","45","19","7","81","20","1.03","11.54","2.90","3.01","1.1","1.2","14771"
"Sam Dyson","Giants","4","2","3.03","0","60","1","62.0","54","21","4","58","16","1.14","8.52","2.35","3.01","0.6","0.7","11710"
"Jake Diekman","Royals","2","3","3.22","0","56","2","53.0","33","19","3","72","25","1.10","12.16","4.25","3.02","0.8","0.9","5003"
"Gerrit Cole","Astros","15","10","3.52","33","33","0","199.0","156","78","27","281","57","1.06","12.68","2.55","3.04","5.2","3.7","13125"
"Liam Hendriks","Athletics","4","1","2.43","1","56","0","63.0","47","17","5","72","22","1.11","10.28","3.21","3.05","1.1","1.6","3548"
"Jose Alvarado","Rays","2","6","2.94","0","67","17","66.0","47","21","5","90","36","1.27","12.32","4.94","3.06","0.8","1.2","17780"
"Blake Snell","Rays","12","10","3.11","31","31","0","178.0","136","61","20","237","61","1.11","12.00","3.10","3.06","4.3","4.6","13543"
"Ty Buttrey","Angels","5","4","2.66","0","68","12","71.0","59","21","6","85","25","1.18","10.73","3.21","3.08","1.2","1.4","14719"
"Tyler Glasnow","Rays","11","5","2.96","21","21","0","121.0","95","40","12","145","42","1.12","10.75","3.08","3.09","2.9","3.2","14374"
"Corey Knebel","Brewers","0","0","3.16","0","1","0","1.0","1","0","0","1","0","1.17","12.98","3.92","3.10","0.0","0.1","15010"
"Jacob deGrom","Mets","12","11","3.27","32","32","0","193.0","161","70","23","240","52","1.11","11.19","2.44","3.13","4.7","3.9","10954"
"Stephen Strasburg","Nationals","14","9","3.40","32","32","0","205.0","168","77","23","243","55","1.09","10.67","2.44","3.15","4.9","4.4","10131"
"Hector Neris","Phillies","3","3","2.95","0","66","25","67.0","48","22","8","92","23","1.05","12.36","3.04","3.16","0.9","1.1","11804"
"James Paxton","Yankees","11","7","3.29","25","25","0","143.0","118","52","17","183","45","1.13","11.46","2.80","3.16","4.0","3.4","11828"
"Chris Paddack","Padres","10","7","2.89","25","25","0","145.0","109","47","15","162","34","0.99","10.04","2.12","3.16","3.2","3.4","20099"
"Diego Castillo","Rays","2","5","2.90","0","69","12","71.0","53","23","7","90","26","1.11","11.28","3.30","3.17","1.0","1.2","17496"
"Luke Jackson","Braves","5","3","3.40","0","64","24","67.0","60","25","6","82","26","1.28","11.09","3.45","3.17","0.8","0.8","11752"
"Cody Reed","Reds","1","1","3.09","0","23","0","26.0","23","9","2","29","9","1.24","9.94","3.07","3.17","0.3","0.4","15232"
"Matt Bowman","Reds","0","0","2.86","0","10","0","9.0","6","3","1","10","3","0.98","9.29","2.77","3.17","0.1","0.2","13528"
"Chris Sale","Red Sox","11","11","3.46","32","32","0","193.0","150","74","26","260","49","1.03","12.14","2.27","3.19","4.5","4.5","10603"
"Luke Gregerson","","0","0","7.40","0","7","0","7.0","12","5","0","3","1","2.00","3.80","1.81","3.19","0.1","-0.3","4090"
"Zack Britton","Yankees","4","2","2.75","0","65","4","64.0","55","20","4","64","26","1.25","8.98","3.61","3.19","1.0","1.4","3240"
"Hyun-Jin Ryu","Dodgers","15","6","2.83","29","29","0","180.0","157","57","21","179","29","1.03","8.97","1.43","3.19","3.9","4.9","14444"
"Will Harris","Astros","3","2","2.87","0","59","0","57.0","48","18","5","56","18","1.15","8.82","2.78","3.24","0.7","1.0","3192"
"Aaron Loup","Padres","1","1","2.78","0","21","0","20.0","16","6","2","23","7","1.20","10.48","3.29","3.24","0.2","0.3","10343"
"Julio Urias","Dodgers","5","4","3.16","8","31","3","70.0","56","25","6","82","24","1.14","10.53","3.10","3.25","1.1","1.2","14765"
"Seth Lugo","Mets","4","2","3.37","0","56","0","63.0","53","23","7","74","16","1.10","10.61","2.28","3.26","0.7","0.1","12447"
"Giovanny Gallegos","Cardinals","3","1","3.61","0","50","0","53.0","40","21","8","74","16","1.04","12.53","2.70","3.27","0.6","0.5","14986"
"Nick Anderson","Marlins","3","4","3.91","0","59","2","59.0","48","26","8","90","26","1.26","13.77","4.02","3.29","0.6","0.2","18337"
"Kenley Jansen","Dodgers","4","3","3.42","0","65","40","66.0","51","25","10","86","16","1.02","11.76","2.16","3.30","0.9","0.5","3096"
"Reyes Moronta","Giants","3","6","3.44","0","66","3","69.0","50","26","6","97","36","1.25","12.59","4.73","3.30","0.6","0.7","14966"
"Jalen Beeks","Rays","6","1","3.16","0","44","1","72.0","64","25","5","73","26","1.26","9.20","3.29","3.31","0.9","1.2","17192"
"Walker Buehler","Dodgers","13","6","3.47","29","29","0","167.0","144","65","18","180","45","1.13","9.67","2.44","3.31","3.2","2.6","19374"
"Dillon Maples","Cubs","1","0","1.95","0","12","0","11.0","6","2","0","20","11","1.48","15.46","8.83","3.32","0.1","0.3","14672"
"Amir Garrett","Reds","5","3","3.02","0","70","0","66.0","52","22","8","90","28","1.21","12.23","3.81","3.33","0.8","1.1","14375"
"Tommy Kahnle","Yankees","4","2","2.83","0","65","1","62.0","42","20","8","84","24","1.07","12.15","3.44","3.34","0.9","1.0","11384"
"Danny Salazar","Indians","1","1","3.31","1","18","0","23.0","18","8","3","29","8","1.14","11.62","3.15","3.35","0.3","0.4","5867"
"Ray Black","Giants","1","1","3.24","0","24","0","24.0","17","8","2","32","12","1.24","12.42","4.65","3.36","0.3","0.4","14244"
"Roberto Osuna","Astros","5","2","2.99","0","68","36","68.0","50","23","9","75","14","0.95","9.89","1.87","3.36","0.9","1.1","13764"
"Francisco Liriano","Pirates","3","2","2.70","0","60","0","62.0","49","18","5","70","28","1.26","10.25","4.14","3.37","0.7","1.2","3201"
"Marcus Walden","Red Sox","8","2","3.09","0","60","1","70.0","57","24","6","71","22","1.13","9.14","2.85","3.37","0.8","1.1","8004"
"Robert Stephenson","Reds","4","2","3.90","0","51","0","55.0","39","24","6","73","25","1.16","11.95","4.05","3.37","0.6","0.3","13594"
"Charlie Morton","Rays","13","6","3.16","31","31","0","175.0","140","61","16","210","72","1.21","10.82","3.70","3.38","3.5","4.2","4676"
"Joakim Soria","Athletics","3","6","4.13","0","68","1","70.0","58","32","5","70","26","1.21","9.02","3.31","3.38","1.0","0.3","6941"
"Robbie Erlin","Padres","2","3","3.75","3","52","0","69.0","69","29","8","71","15","1.21","9.30","1.93","3.40","0.8","0.5","10354"
"Drew Gagnon","Mets","4","2","4.12","0","37","0","43.0","41","20","4","42","11","1.21","8.84","2.37","3.41","0.6","0.0","12545"
"Garrett Richards","Padres","0","0","3.43","0","0","0","1.0","1","0","0","1","0","1.25","9.89","3.32","3.43","0.0","0.0","9784"
"Mike Clevinger","Indians","7","5","3.36","18","18","0","107.0","82","40","13","134","41","1.16","11.36","3.48","3.45","2.4","2.7","12808"
"Patrick Corbin","Nationals","13","8","3.28","31","31","0","196.0","165","71","22","217","61","1.15","9.98","2.81","3.45","3.8","4.6","9323"
"Colin Poche","Rays","0","0","3.29","0","3","0","3.0","3","1","0","5","1","1.18","12.34","3.93","3.45","0.0","0.1","sa657989"
"Taylor Cole","Angels","1","1","4.32","1","31","0","36.0","34","17","3","38","16","1.39","9.58","3.92","3.47","0.4","0.0","11964"
"Jaime Schultz","Dodgers","0","0","1.86","0","6","0","6.0","4","1","0","7","4","1.15","10.32","5.23","3.47","0.1","0.2","15066"
"Taylor Rogers","Twins","3","3","3.12","0","64","13","66.0","64","23","8","80","20","1.27","10.88","2.76","3.48","0.7","1.2","13449"
"Justin Verlander","Astros","18","7","3.03","33","33","0","213.0","150","72","32","265","51","0.94","11.19","2.14","3.48","4.8","5.9","8700"
"Nick Wittgren","Indians","4","2","3.62","0","53","1","56.0","52","23","7","56","13","1.15","8.97","2.11","3.48","0.6","0.7","15594"
"Ryne Stanek","Rays","3","3","3.29","18","64","0","78.0","60","29","9","94","30","1.15","10.77","3.46","3.49","1.4","1.6","15947"
"Mark Melancon","Giants","3","2","3.10","0","63","3","64.0","60","22","5","58","22","1.28","8.19","3.12","3.50","0.3","0.8","4264"
"Kyle Ryan","Cubs","2","2","4.19","0","43","0","38.0","37","18","3","39","16","1.39","9.08","3.75","3.50","0.4","-0.1","11753"
"Noah Syndergaard","Mets","11","11","4.06","32","32","0","195.0","186","88","24","205","48","1.20","9.50","2.21","3.51","3.7","1.8","11762"
"Clayton Kershaw","Dodgers","14","6","3.36","28","28","0","182.0","167","68","24","179","35","1.12","8.85","1.74","3.51","3.2","3.6","2036"
"John Gant","Cardinals","5","2","2.72","0","68","3","72.0","51","22","8","78","24","1.04","9.64","2.98","3.51","0.6","1.4","13684"
"Robert Gsellman","Mets","3","2","3.72","0","67","1","76.0","74","31","7","74","25","1.30","8.78","3.02","3.52","0.7","0.0","13696"
"German Marquez","Rockies","13","8","3.81","33","33","0","206.0","196","87","25","211","50","1.20","9.25","2.18","3.52","4.4","4.8","15038"
"Blake Treinen","Athletics","5","4","3.18","0","67","31","73.0","62","26","7","80","30","1.26","9.87","3.69","3.52","0.8","1.1","12572"
"Austin Adams","Mariners","1","1","3.47","0","29","0","30.0","20","12","3","44","16","1.20","13.11","4.82","3.53","0.3","0.3","13801"
"Jordan Hicks","Cardinals","3","4","3.79","0","56","30","54.0","45","23","4","62","27","1.34","10.38","4.58","3.53","0.4","0.3","19618"
"Raisel Iglesias","Reds","3","7","3.43","0","66","32","68.0","57","26","10","87","23","1.18","11.42","3.02","3.54","0.8","0.9","17130"
"Zack Wheeler","Mets","11","10","4.08","30","30","0","188.0","173","85","21","205","64","1.26","9.84","3.07","3.54","3.6","2.0","10310"
"Mike Soroka","Braves","11","6","2.93","24","24","0","144.0","122","47","12","132","43","1.15","8.23","2.67","3.54","2.4","3.6","18383"
"Sonny Gray","Reds","9","10","3.71","31","31","0","171.0","152","70","17","184","67","1.28","9.69","3.51","3.54","3.4","2.9","12768"
"Sean Doolittle","Nationals","5","3","3.54","0","66","33","66.0","61","26","9","80","20","1.22","10.96","2.69","3.54","0.8","0.7","1581"
"Luke Weaver","Diamondbacks","8","7","3.59","24","24","0","133.0","122","53","16","142","37","1.19","9.57","2.49","3.56","2.6","2.6","16918"
"David Hale","Yankees","1","0","3.99","0","12","1","18.0","16","8","2","13","4","1.11","6.63","1.84","3.57","0.3","0.2","9756"
"Aaron Bummer","White Sox","2","2","2.89","0","48","0","50.0","40","16","4","48","21","1.21","8.66","3.78","3.58","0.5","0.7","16258"
"Archie Bradley","Diamondbacks","4","5","3.97","0","68","2","70.0","70","31","7","84","33","1.48","10.84","4.30","3.58","0.5","0.2","12918"
"Hunter Wood","Rays","2","2","2.95","2","22","1","24.0","21","8","3","27","8","1.20","9.89","3.02","3.59","0.2","0.4","15091"
"Jimmie Sherfy","Diamondbacks","1","1","3.04","0","28","0","33.0","31","11","3","36","15","1.40","10.00","4.19","3.59","0.3","0.5","15118"
"Tyler Duffey","Twins","2","1","3.25","0","27","0","30.0","29","11","5","40","8","1.22","11.92","2.34","3.59","0.3","0.0","13758"
"Carlos Rodon","White Sox","3","2","5.18","7","7","0","36.0","34","21","4","47","17","1.44","11.85","4.40","3.60","0.7","0.0","16137"
"Lance McCullers Jr.","Astros","0","0","3.57","0","0","0","1.0","1","0","0","1","0","1.27","9.99","3.60","3.60","0.0","0.0","14120"
"Ian Kennedy","Royals","2","3","4.14","0","60","9","62.0","65","28","9","66","15","1.29","9.70","2.15","3.60","0.6","0.3","6986"
"Steven Okert","Giants","0","0","3.46","0","3","0","3.0","3","1","0","4","1","1.17","10.10","2.93","3.60","0.0","0.1","13580"
"Luis Severino","Yankees","4","2","3.55","9","9","0","51.0","44","20","7","58","15","1.15","10.36","2.61","3.60","1.0","1.0","15890"
"Luis Castillo","Reds","12","7","3.25","31","31","0","180.0","144","65","19","204","70","1.19","10.16","3.49","3.61","3.4","4.3","15689"
"Wade Davis","Rockies","3","3","3.63","0","57","25","55.0","48","22","5","65","28","1.39","10.70","4.65","3.61","0.6","0.8","7441"
"Rubby de la Rosa","Diamondbacks","0","0","3.74","0","1","0","1.0","1","0","0","1","0","1.23","10.26","3.05","3.61","0.0","0.1","3862"
"Carlos Carrasco","Indians","13","11","3.83","32","32","0","182.0","172","77","29","213","39","1.16","10.57","1.92","3.62","3.5","3.7","6632"
"Ross Stripling","Dodgers","6","5","3.56","12","50","0","107.0","99","42","12","104","28","1.19","8.79","2.38","3.63","1.4","1.4","13273"
"Shane Bieber","Indians","10","8","3.52","28","29","0","173.0","152","68","25","191","41","1.12","9.95","2.12","3.63","3.3","4.0","19427"
"Lou Trivino","Athletics","4","2","3.28","0","71","1","72.0","56","26","7","79","31","1.20","9.78","3.91","3.64","0.7","1.0","15043"
"Pedro Baez","Dodgers","4","4","3.66","0","67","1","66.0","52","27","7","69","22","1.11","9.37","2.98","3.65","0.6","-0.2","5420"
"Hector Rondon","Astros","4","3","3.36","0","57","1","55.0","51","21","6","56","20","1.28","9.14","3.22","3.65","0.4","0.5","2391"
"Shohei Ohtani","Angels","0","0","3.60","0","0","0","1.0","1","0","0","1","0","1.22","11.10","3.72","3.66","0.0","0.0","19755"
"Grant Dayton","Braves","0","0","1.75","0","8","0","7.0","7","1","0","5","2","1.24","5.85","2.69","3.66","0.1","0.2","11203"
"Brad Peacock","Astros","11","7","3.79","23","44","0","149.0","126","63","18","167","51","1.18","10.09","3.06","3.66","2.4","2.2","5401"
"Brandon Woodruff","Brewers","13","6","3.71","28","28","0","160.0","141","66","20","178","51","1.20","10.01","2.89","3.66","2.7","3.0","16162"
"Brandon Morrow","Cubs","1","1","3.66","0","13","5","13.0","12","5","2","14","5","1.25","9.58","3.15","3.67","0.1","0.1","9346"
"Kevin Ginkel","Diamondbacks","0","0","3.75","0","1","0","1.0","1","0","0","1","0","1.24","11.03","3.63","3.67","0.0","0.1","sa829213"
"Robbie Ray","Diamondbacks","11","7","3.67","30","30","0","166.0","137","68","19","212","83","1.32","11.48","4.49","3.68","2.8","2.6","11486"
"Ryne Harper","Twins","2","2","3.27","0","62","1","62.0","52","23","7","58","19","1.15","8.36","2.75","3.68","0.7","1.0","12680"
"Frankie Montas","Athletics","12","7","3.65","26","33","0","160.0","152","65","16","153","53","1.28","8.62","2.97","3.68","2.8","2.4","14309"
"Zack Greinke","Diamondbacks","14","10","3.53","33","33","0","211.0","189","83","29","202","45","1.10","8.61","1.91","3.68","3.5","4.2","1943"
"Brandon Workman","Red Sox","5","3","3.40","0","67","2","64.0","42","24","6","79","36","1.21","11.14","5.03","3.69","0.4","0.9","11428"
"Jose Castillo","Padres","0","0","3.54","0","3","0","3.0","3","1","0","4","1","1.26","11.12","4.03","3.70","0.0","0.1","17169"
"Joey Lucchesi","Padres","10","9","3.95","29","29","0","165.0","154","72","21","173","50","1.23","9.44","2.72","3.70","2.4","2.0","19320"
"Carson Smith","Red Sox","0","0","3.78","0","3","0","3.0","3","1","0","3","1","1.32","9.20","3.59","3.72","0.0","0.0","13172"
"Jacob Waguespack","Blue Jays","0","1","4.73","1","5","0","13.0","13","7","1","15","5","1.32","10.20","3.42","3.72","0.2","0.0","18318"
"Sam Selman","Giants","0","0","3.43","0","1","0","1.0","1","0","0","1","1","1.31","11.47","4.93","3.73","0.0","0.1","sa501758"
"David Price","Red Sox","10","7","3.62","27","27","0","153.0","137","61","21","162","41","1.16","9.53","2.41","3.73","2.7","3.3","3184"
"David Hernandez","Reds","3","5","4.56","0","63","1","61.0","59","31","8","69","22","1.32","10.17","3.19","3.73","0.6","0.0","4259"
"Ryan Madson","","1","1","3.79","0","13","0","13.0","12","6","2","14","4","1.23","9.29","2.83","3.73","0.1","0.1","1852"
"Tony Watson","Giants","4","2","3.37","0","61","0","59.0","57","22","6","52","15","1.22","7.91","2.34","3.73","0.2","0.6","3132"
"Zach McAllister","Dodgers","0","0","3.76","0","1","0","1.0","1","0","0","1","0","1.21","9.73","2.75","3.74","0.0","0.1","2895"
"J.B. Wendelken","Athletics","1","2","4.74","0","44","0","47.0","43","25","6","52","18","1.28","9.81","3.36","3.74","0.4","-0.3","14506"
"Anthony Bass","Mariners","1","1","3.60","0","32","0","33.0","29","13","4","32","10","1.19","8.74","2.72","3.74","0.2","0.3","7982"
"Caleb Smith","Marlins","10","9","3.53","30","30","0","170.0","135","67","24","204","59","1.14","10.79","3.13","3.74","2.9","3.0","14875"
"Colten Brewer","Red Sox","2","3","4.50","0","53","0","55.0","58","28","5","54","24","1.49","8.76","3.97","3.75","0.4","0.2","12997"
"J. D. Hammer","Phillies","1","0","3.60","0","11","0","11.0","9","4","1","12","4","1.18","10.04","3.33","3.75","0.1","0.1","19548"
"Framber Valdez","Astros","3","3","3.58","0","46","0","55.0","49","22","4","52","26","1.36","8.61","4.21","3.75","0.3","0.4","17295"
"Jameson Taillon","Pirates","5","6","4.05","15","15","0","81.0","78","36","9","71","20","1.20","7.88","2.18","3.76","1.3","0.3","11674"
"Dylan Floro","Dodgers","3","3","3.35","0","62","0","61.0","57","23","6","50","14","1.18","7.39","2.11","3.76","0.3","0.3","13394"
"Darren O'Day","Braves","0","0","3.80","0","3","0","3.0","3","1","0","4","1","1.24","10.46","3.29","3.77","0.0","0.0","3321"
"Hector Noesi","Marlins","0","0","3.71","0","7","0","7.0","6","3","1","7","2","1.20","9.79","2.89","3.77","0.0","0.1","3292"
"Trey Wingenter","Padres","2","2","3.26","0","59","2","57.0","38","21","6","76","32","1.22","11.88","4.96","3.77","0.2","0.7","17793"
"Scott Barlow","Royals","3","3","4.02","0","52","4","61.0","52","27","8","79","24","1.25","11.59","3.58","3.77","0.4","0.5","14993"
"Alex Colome","White Sox","4","2","3.21","0","65","30","65.0","47","23","8","65","21","1.05","9.01","2.85","3.77","0.5","0.9","6661"
"Tommy Milone","Mariners","2","2","4.14","4","4","0","22.0","19","10","3","23","5","1.09","9.18","2.07","3.78","0.4","0.2","7608"
"Brett Kennedy","Padres","0","0","3.78","0","1","0","1.0","1","0","0","1","0","1.23","9.04","2.75","3.79","0.0","0.1","17877"
"Jose Leclerc","Rangers","3","3","4.12","1","66","21","65.0","48","30","8","98","40","1.34","13.49","5.45","3.79","0.8","0.6","14524"
"Kyle Hendricks","Cubs","12","11","3.81","31","31","0","188.0","187","80","23","165","45","1.24","7.90","2.14","3.79","3.2","2.4","12049"
"Bobby Wahl","Brewers","0","0","3.72","0","1","0","1.0","1","0","0","1","0","1.29","11.60","4.40","3.79","0.0","0.1","14832"
"Max Fried","Braves","14","8","3.48","28","30","0","156.0","145","60","16","154","57","1.29","8.85","3.30","3.79","2.1","3.2","13743"
"Seranthony Dominguez","Phillies","5","2","3.85","0","67","9","66.0","56","28","8","81","31","1.33","11.09","4.23","3.80","0.4","0.1","19249"
"Madison Bumgarner","Giants","11","12","3.92","33","33","0","204.0","195","89","29","206","49","1.20","9.09","2.17","3.80","2.4","2.2","5524"
"John Brebbia","Cardinals","3","4","3.06","0","68","0","72.0","56","24","9","82","25","1.14","10.23","3.13","3.80","0.5","1.1","12777"
"Rich Hill","Dodgers","8","6","3.30","23","23","0","128.0","109","47","20","149","35","1.13","10.45","2.48","3.81","2.0","2.2","4806"
"Matthew Boyd","Tigers","12","12","3.82","33","33","0","195.0","175","83","28","213","53","1.17","9.81","2.45","3.82","3.8","3.6","15440"
"Greg Holland","Diamondbacks","3","2","3.43","0","61","30","61.0","47","23","6","72","33","1.32","10.66","4.88","3.84","0.3","0.7","7196"
"Steve Cishek","Cubs","3","4","3.64","0","67","11","67.0","56","27","7","71","27","1.26","9.57","3.69","3.84","0.4","0.5","6483"
"Deolis Guerra","Padres","0","0","3.81","0","1","0","1.0","1","0","0","1","0","1.23","9.43","2.85","3.84","0.0","0.1","8410"
"Joe Musgrove","Pirates","10","13","4.28","31","32","0","182.0","179","86","18","146","50","1.26","7.24","2.50","3.84","2.8","1.1","12970"
"Corey Kluber","Indians","3","4","5.03","10","10","0","55.0","62","31","7","59","20","1.47","9.64","3.19","3.84","0.9","0.1","2429"
"Aaron Nola","Phillies","13","6","3.94","32","32","0","183.0","176","80","25","207","65","1.32","10.19","3.22","3.84","2.9","2.5","16149"
"Jandel Gustave","Giants","0","0","3.70","0","1","0","1.0","1","0","0","1","0","1.32","9.74","4.10","3.84","0.0","0.1","14665"
"Mike Kickham","Marlins","0","0","3.72","0","1","0","1.0","1","0","0","1","0","1.27","7.77","2.54","3.84","0.0","0.1","11618"
"Wander Suero","Nationals","3","6","5.06","0","64","1","62.0","57","35","8","74","25","1.32","10.72","3.56","3.84","0.3","-0.4","15855"
"Tim Mayza","Blue Jays","1","1","3.71","0","48","0","44.0","34","18","5","52","23","1.30","10.77","4.66","3.85","0.2","0.3","15042"
"Oliver Drake","Rays","1","1","3.51","0","22","0","23.0","19","9","3","28","9","1.24","10.95","3.52","3.86","0.1","0.2","8823"
"Craig Stammen","Padres","6","3","3.36","0","70","4","72.0","68","27","10","65","14","1.14","8.09","1.77","3.86","0.2","0.6","7274"
"Yoshihisa Hirano","Diamondbacks","3","4","4.74","0","64","2","58.0","61","31","7","61","20","1.38","9.44","3.09","3.86","0.3","-0.4","19756"
"C.C. Lee","","0","0","3.83","0","1","0","1.0","1","0","0","1","0","1.29","10.41","3.84","3.86","0.0","0.1","5177"
"Jack Flaherty","Cardinals","12","9","3.75","31","31","0","171.0","146","71","23","193","61","1.21","10.14","3.21","3.87","2.7","2.7","17479"
"Rob Zastryzny","Dodgers","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.27","9.17","3.32","3.87","0.0","0.1","15094"
"Matt Albers","Brewers","4","4","4.22","0","58","0","58.0","55","27","8","63","19","1.27","9.75","2.97","3.87","0.4","0.1","4300"
"Keone Kela","Pirates","3","2","3.71","0","54","1","52.0","44","21","7","61","19","1.22","10.49","3.35","3.87","0.4","0.3","14696"
"Fernando Abad","Giants","0","0","3.72","0","7","0","7.0","6","3","1","6","2","1.27","8.85","3.15","3.89","0.0","0.1","4994"
"Luis Perdomo","Padres","2","1","4.96","0","17","0","21.0","21","11","3","21","5","1.29","9.19","2.23","3.89","0.1","-0.2","14682"
"Andrew Chafin","Diamondbacks","2","3","3.66","0","62","0","53.0","48","21","5","58","26","1.41","9.92","4.46","3.89","0.2","0.5","12988"
"Pedro Strop","Cubs","3","4","4.12","0","49","12","48.0","40","22","5","50","21","1.29","9.45","4.00","3.89","0.3","0.1","4070"
"Lewis Thorpe","Twins","0","0","3.79","0","7","0","7.0","6","3","1","8","2","1.19","10.17","2.85","3.89","0.0","0.1","sa739599"
"Michael Lorenzen","Reds","2","2","3.55","0","63","3","68.0","69","27","7","62","26","1.40","8.24","3.41","3.89","0.4","0.8","14843"
"Marshall Kasowski","Dodgers","0","0","3.67","0","1","0","1.0","1","0","0","1","1","1.36","11.34","5.09","3.90","0.0","0.1","sa3005114"
"Scott Alexander","Dodgers","4","2","3.33","0","55","0","45.0","43","17","4","36","15","1.30","7.18","3.07","3.90","0.1","0.4","10591"
"Justin Anderson","Angels","4","2","4.20","0","55","1","55.0","48","26","7","67","28","1.38","11.02","4.62","3.90","0.4","0.1","16201"
"Marcus Stroman","Blue Jays","10","13","3.66","32","32","0","191.0","193","78","18","156","68","1.37","7.35","3.22","3.90","2.7","3.1","13431"
"Jace Fry","White Sox","3","3","4.18","0","62","1","59.0","53","28","7","75","30","1.40","11.37","4.57","3.90","0.3","0.1","16159"
"Dallas Keuchel","","6","5","3.84","16","16","0","99.0","102","42","10","80","31","1.35","7.32","2.86","3.90","1.5","1.5","9434"
"Jonathan Holder","Yankees","5","4","4.57","0","58","0","62.0","57","32","8","67","22","1.27","9.60","3.14","3.91","0.7","-0.1","16588"
"Jose Quintana","Cubs","12","10","3.88","31","32","0","183.0","180","79","22","171","59","1.31","8.42","2.92","3.92","2.7","2.6","11423"
"Fernando Rodriguez","Padres","0","0","3.87","0","1","0","1.0","1","0","0","1","0","1.27","10.47","3.76","3.92","0.0","0.1","7558"
"Juan Nicasio","Phillies","2","4","4.04","0","58","1","62.0","61","28","7","64","25","1.39","9.25","3.64","3.92","0.3","0.0","7731"
"Jeremy Jeffress","Brewers","2","2","3.48","0","54","2","55.0","49","21","6","56","22","1.29","9.19","3.67","3.92","0.2","0.6","9490"
"Harrison Musgrave","Rockies","0","1","4.32","0","20","0","20.0","19","10","2","21","12","1.54","9.50","5.17","3.92","0.2","0.2","16532"
"Matt Shoemaker","Blue Jays","3","0","1.68","5","5","0","30.0","17","6","3","25","9","0.89","7.56","2.82","3.92","0.5","1.2","4776"
"Scott Copeland","Nationals","0","0","3.88","0","1","0","1.0","1","0","0","1","0","1.37","7.65","3.21","3.92","0.0","0.1","10706"
"T.J. McFarland","Diamondbacks","1","1","4.11","0","37","0","41.0","45","19","4","31","14","1.45","6.90","3.16","3.93","0.1","0.1","3237"
"Kevin Gausman","Braves","9","10","4.23","30","30","0","173.0","163","81","21","170","57","1.27","8.85","3.00","3.93","2.2","1.8","14107"
"Thyago Vieira","White Sox","1","0","3.67","0","10","0","11.0","10","4","1","13","7","1.54","10.42","5.46","3.93","0.1","0.0","14510"
"Touki Toussaint","Braves","5","2","4.13","4","41","0","67.0","58","31","7","76","32","1.33","10.15","4.23","3.93","0.4","0.3","16929"
"Sammy Solis","Padres","0","0","3.76","0","2","0","2.0","2","1","0","2","1","1.30","9.98","3.85","3.93","0.0","0.0","11457"
