"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Jordan Jankowski","","0","0","4.67","0","1","0","1.0","1","1","0","1","1","1.47","9.38","4.93","4.78","0.0","0.0","13313"
"Jumbo Diaz","","0","0","4.61","0","1","0","1.0","1","1","0","1","0","1.40","8.62","4.03","4.78","0.0","0.0","3397"
"Drew Pomeranz","Giants","5","10","4.89","23","23","0","112.0","114","61","18","116","54","1.50","9.33","4.31","4.78","0.1","0.2","11426"
"Liarvis Breto","Tigers","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.46","7.87","4.06","4.78","0.0","0.0","sa656021"
"Blaine Hardy","Tigers","3","2","4.60","0","52","0","58.0","52","30","10","41","16","1.17","6.26","2.47","4.78","-0.1","0.0","6499"
"Andre Rienzo","","0","0","4.66","0","1","0","1.0","1","1","0","1","1","1.52","7.89","4.79","4.78","0.0","0.0","3507"
"Tejay Antone","Reds","0","0","4.75","0","0","0","1.0","1","1","0","1","0","1.44","6.84","3.35","4.79","0.0","0.0","sa658534"
"Kurt Spomer","","0","0","4.67","0","1","0","1.0","1","1","0","1","0","1.48","6.69","3.80","4.79","0.0","0.0","sa659458"
"Kyle Haynes","","0","0","4.78","0","0","0","1.0","1","1","0","1","0","1.47","7.32","3.87","4.79","0.0","0.0","sa658506"
"Calvin Drummond","","0","0","4.75","0","0","0","1.0","1","1","0","1","0","1.44","7.71","3.81","4.79","0.0","0.0","sa580426"
"David Sosebee","Yankees","0","0","4.61","0","1","0","1.0","1","1","0","1","0","1.44","8.85","4.37","4.79","0.0","0.0","sa602907"
"Kraig Sitton","","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.40","7.27","3.22","4.79","0.0","0.0","sa501975"
"Melvin Mercedes","","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.49","7.18","4.00","4.79","0.0","0.0","10181"
"Kyle McGrath","Padres","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.38","7.69","3.31","4.79","0.0","0.0","16793"
"Chris Beck","Cardinals","0","0","4.72","0","1","0","1.0","1","1","0","1","0","1.49","7.78","4.35","4.79","0.0","0.0","13418"
"Julian Merryweather","Blue Jays","0","0","4.86","0","0","0","1.0","1","1","0","1","0","1.37","7.45","2.87","4.79","0.0","0.0","sa829363"
"Travis Ballew","","0","0","4.67","0","1","0","1.0","1","1","0","1","1","1.52","8.01","4.76","4.79","0.0","0.0","sa658550"
"Hector Hernandez","Indians","0","0","4.63","0","1","0","1.0","1","1","0","1","0","1.43","7.83","3.82","4.79","0.0","0.0","sa501640"
"Joe Harvey","Yankees","2","1","4.62","0","29","0","30.0","29","15","4","32","17","1.55","9.68","5.16","4.79","0.0","-0.1","16459"
"Jackson Zarubin","Angels","0","0","4.60","0","1","0","1.0","1","1","0","1","0","1.44","7.42","3.89","4.79","0.0","0.0","sa920248"
"Nolan Blackwood","Tigers","0","0","4.69","0","1","0","1.0","1","1","0","1","0","1.54","6.86","4.40","4.79","0.0","0.0","sa874212"
"Sean Burnett","","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.50","6.67","3.88","4.80","0.0","0.0","1886"
"Alexander Guillen","Rockies","0","0","4.90","0","1","0","1.0","1","1","0","1","1","1.51","9.00","4.71","4.80","0.0","0.0","sa737454"
"Hector Ambriz","","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.44","6.70","3.36","4.80","0.0","0.0","559"
"Ivan Hernandez","","0","0","4.72","0","1","0","1.0","1","1","0","1","0","1.49","6.97","3.93","4.80","0.0","0.0","sa550634"
"John Werner","","0","0","4.76","0","1","0","1.0","1","1","0","1","0","1.45","8.69","4.24","4.80","0.0","0.0","sa876078"
"Malcom Culver","","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.45","8.18","4.18","4.80","0.0","0.0","sa454968"
"Ryan Webb","","0","0","4.79","0","1","0","1.0","1","1","0","1","0","1.50","6.45","3.71","4.80","0.0","0.0","7474"
"Ryan Horstman","","0","0","4.54","0","1","0","1.0","1","1","0","1","1","1.52","9.32","5.42","4.80","0.0","0.0","sa737780"
"Tyler Chatwood","Cubs","7","3","3.91","8","47","1","92.0","82","40","11","83","57","1.50","8.13","5.54","4.80","0.0","0.9","4338"
"T.J. Weir","Padres","0","0","4.72","0","0","0","1.0","1","1","0","1","0","1.50","7.40","4.32","4.80","0.0","0.0","sa829207"
"Ryan Brasier","Red Sox","4","4","4.21","0","68","18","66.0","58","31","12","59","21","1.21","8.14","2.93","4.80","-0.3","0.3","5615"
"Kyle Bartsch","Royals","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.45","7.27","3.84","4.80","0.0","0.0","sa737840"
"Jake Stinnett","Cubs","0","0","4.64","0","1","0","1.0","1","1","0","1","1","1.49","8.13","4.65","4.80","0.0","0.0","sa738473"
"Cody Palmquist","","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.41","8.01","3.76","4.80","0.0","0.0","sa829516"
"Jake Brentz","Pirates","0","0","4.59","0","1","0","1.0","1","1","0","1","1","1.60","9.22","6.08","4.80","0.0","0.0","sa737925"
"Chad Rogers","","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.43","8.27","3.91","4.80","0.0","0.0","sa549784"
"Wilfredo Boscan","","0","0","4.89","0","1","0","1.0","1","1","0","1","0","1.48","5.70","3.09","4.80","0.0","0.0","7655"
"Matt Swarmer","Cubs","0","0","4.73","0","0","0","1.0","1","1","0","1","0","1.33","7.79","2.94","4.80","0.0","0.0","sa918458"
"Brady Bowen","","0","0","4.63","0","1","0","1.0","1","1","0","1","0","1.46","7.61","3.97","4.80","0.0","0.0","sa880382"
"Junior Lopez","","0","0","4.76","0","1","0","1.0","1","1","0","1","0","1.48","7.68","4.09","4.80","0.0","0.0","sa830366"
"Chris Leroux","","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.43","6.96","3.35","4.80","0.0","0.0","7645"
"Kevin Comer","","0","0","4.71","0","1","0","1.0","1","1","0","1","0","1.41","8.81","4.06","4.80","0.0","0.0","sa597802"
"David Speer","Indians","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.43","6.92","3.36","4.80","0.0","0.0","sa827385"
"Zach Thornton","","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.45","7.55","3.75","4.80","0.0","0.0","sa549662"
"Jose Rosario","","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.48","7.89","4.30","4.80","0.0","0.0","sa506730"
"Dan Runzler","Red Sox","0","0","4.65","0","1","0","1.0","1","1","0","1","1","1.52","7.81","4.68","4.81","0.0","0.0","4080"
"Yimi Garcia","Dodgers","2","4","4.50","0","58","0","58.0","48","29","11","58","19","1.15","8.95","2.88","4.81","-0.3","-0.3","12095"
"Mason Melotakis","","0","0","4.61","0","1","0","1.0","1","1","0","1","0","1.49","8.01","4.45","4.81","0.0","0.0","sa621016"
"T.J. House","","0","0","4.60","0","1","0","1.0","1","1","0","1","0","1.51","7.03","4.28","4.81","0.0","0.0","9121"
"Matt Purke","","0","0","4.55","0","1","0","1.0","1","1","0","1","1","1.56","8.37","5.36","4.81","0.0","0.0","12831"
"Heath Holder","Rockies","0","0","4.84","0","1","0","1.0","1","1","0","1","1","1.46","9.40","4.52","4.81","0.0","0.0","sa602623"
"Tim Cooney","","0","0","4.76","0","0","0","1.0","1","1","0","1","0","1.41","7.95","3.48","4.81","0.0","0.0","13762"
"Craig Brooks","Cubs","0","0","4.57","0","1","0","1.0","1","1","0","1","1","1.52","10.51","6.13","4.81","0.0","0.0","sa875197"
"David Hurlbut","","0","0","4.67","0","0","0","1.0","1","1","0","1","0","1.40","6.25","2.80","4.81","0.0","0.0","sa503067"
"Tom Gorzelanny","","0","0","4.61","0","1","0","1.0","1","1","0","1","1","1.50","8.57","4.94","4.81","0.0","0.0","6244"
"Wes Parsons","Braves","2","3","3.86","0","28","0","28.0","24","12","4","25","16","1.43","8.13","5.17","4.81","-0.2","0.2","14764"
"Jarrett Grube","","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.36","7.81","3.14","4.81","0.0","0.0","7553"
"Troy Neiman","","0","0","4.71","0","1","0","1.0","1","1","0","1","0","1.43","8.32","4.03","4.81","0.0","0.0","sa743088"
"Xavier Cedeno","Cubs","0","0","3.14","0","12","0","9.0","11","3","1","7","6","1.91","7.40","6.33","4.81","-0.1","0.2","36"
"Josh Fleming","Rays","0","0","4.73","0","0","0","1.0","1","1","0","1","0","1.41","5.96","2.65","4.81","0.0","0.0","sa3004344"
"Taylor Jordan","","0","0","4.82","0","1","0","1.0","1","1","0","1","0","1.45","7.01","3.42","4.81","0.0","0.0","10466"
"Sean Hjelle","Giants","0","0","4.75","0","0","0","1.0","1","1","0","1","0","1.50","6.21","3.87","4.81","0.0","0.0","sa3007989"
"Gabe Speier","Royals","0","0","4.62","0","1","0","1.0","1","1","0","1","0","1.49","6.98","4.09","4.81","0.0","0.0","sa738213"
"Joe Blanton","","0","0","4.84","0","1","0","1.0","1","1","0","1","0","1.39","7.95","3.29","4.81","0.0","0.0","4849"
"Cody Martin","","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.38","8.17","3.37","4.81","0.0","0.0","12182"
"Sandy Alcantara","Marlins","6","12","4.67","26","26","0","152.0","153","79","19","113","72","1.48","6.69","4.27","4.81","0.6","0.1","18684"
"Robert Dugger","Marlins","0","0","4.73","0","0","0","1.0","1","1","0","1","0","1.41","7.30","3.46","4.82","0.0","0.0","sa918433"
"Phil Hughes","","0","0","4.86","0","1","0","1.0","1","1","0","1","0","1.31","7.20","2.08","4.82","0.0","0.0","7450"
"Jose Bravo","Astros","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.37","7.50","3.00","4.82","0.0","0.0","sa923839"
"Ivan Pelaez","Rays","0","0","4.61","0","1","0","1.0","1","1","0","1","0","1.41","6.57","3.18","4.82","0.0","0.0","sa3004441"
"Justin De Fratus","Dodgers","0","0","4.63","0","1","0","1.0","1","1","0","1","0","1.29","6.71","2.12","4.82","0.0","0.0","4955"
"Robert Zarate","","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.45","8.28","4.27","4.82","0.0","0.0","sa471754"
"Eric O'Flaherty","","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.50","6.94","4.05","4.82","0.0","0.0","5746"
"John Gorman","Athletics","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.42","7.41","3.60","4.82","0.0","0.0","sa602627"
"Brandon McCarthy","","0","0","4.86","0","0","0","1.0","1","1","0","1","0","1.42","7.28","3.20","4.82","0.0","0.0","4662"
"Jason Alexander","Angels","0","0","4.67","0","0","0","1.0","1","1","0","1","0","1.42","6.62","3.32","4.82","0.0","0.0","sa3003997"
"Carter Capps","","0","0","4.77","0","1","0","1.0","1","1","0","1","0","1.44","8.15","4.02","4.82","0.0","0.0","12803"
"Jesse Chavez","Rangers","2","3","4.42","3","61","0","66.0","70","32","12","61","22","1.39","8.31","2.97","4.82","0.0","0.4","5448"
"Jonathan Papelbon","","0","0","4.82","0","1","0","1.0","1","1","0","1","0","1.40","7.53","3.26","4.82","0.0","0.0","5975"
"Scott Effross","Cubs","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.48","6.82","3.85","4.82","0.0","0.0","sa857667"
"Ian Anderson","Braves","0","0","4.81","0","0","0","1.0","1","1","0","1","1","1.52","8.91","4.99","4.82","0.0","0.0","sa917921"
"Riley Smith","Diamondbacks","0","0","4.92","0","0","0","1.0","1","1","0","1","0","1.46","6.71","3.40","4.82","0.0","0.0","sa876070"
"Greg Belton","","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.44","8.38","4.12","4.82","0.0","0.0","sa918623"
"Eric Ruth","","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.39","8.30","3.60","4.82","0.0","0.0","sa621786"
"Josh Zeid","","0","0","4.75","0","1","0","1.0","1","1","0","1","0","1.43","8.45","4.06","4.82","0.0","0.0","6527"
"Ronald Herrera","Rangers","0","0","4.76","0","1","0","1.0","1","1","0","1","0","1.39","7.78","3.31","4.82","0.0","0.0","15688"
"Carlos Hernandez","","0","0","4.92","0","0","0","1.0","1","1","0","1","0","1.42","5.98","2.39","4.82","0.0","0.0","sa393410"
"Nolan Long","Dodgers","0","0","4.57","0","1","0","1.0","1","1","0","1","1","1.45","9.33","4.91","4.82","0.0","0.0","sa659265"
"Kyle Winkler","","0","0","4.74","0","1","0","1.0","1","1","0","1","1","1.48","8.48","4.53","4.82","0.0","0.0","sa526575"
"Dakota Hudson","Cardinals","9","9","4.41","26","34","1","151.0","167","74","19","109","67","1.55","6.50","3.98","4.82","0.4","0.3","19206"
"Josh Lowey","","0","0","4.77","0","0","0","1.0","1","1","0","1","0","1.46","7.07","3.70","4.83","0.0","0.0","sa560990"
"Carlos Fisher","","0","0","4.72","0","1","0","1.0","1","1","0","1","1","1.52","8.43","4.92","4.83","0.0","0.0","9832"
"Scott Kazmir","","0","0","4.77","0","0","0","1.0","1","1","0","1","0","1.42","7.96","3.73","4.83","0.0","0.0","4897"
"Logan Kensing","","0","0","4.75","0","1","0","1.0","1","1","0","1","0","1.48","7.20","3.92","4.83","0.0","0.0","6166"
"Logan Taylor","","0","0","4.75","0","1","0","1.0","1","1","0","1","1","1.52","7.75","4.56","4.83","0.0","0.0","sa658168"
"Andres Machado","Royals","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.42","7.65","3.79","4.83","0.0","0.0","14681"
"Christopher Rearick","","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.46","7.69","3.94","4.83","0.0","0.0","11050"
"Nick Sarianides","","0","0","4.77","0","1","0","1.0","1","1","0","1","0","1.47","8.44","4.38","4.83","0.0","0.0","sa502369"
"Edwin Escobar","","0","0","4.67","0","1","0","1.0","1","1","0","1","0","1.43","7.72","3.74","4.83","0.0","0.0","10337"
"Blake Taylor","Mets","0","0","4.42","0","1","0","1.0","1","0","0","1","1","1.58","8.24","5.74","4.83","0.0","0.0","sa737558"
"Seth Rosin","","0","0","4.84","0","1","0","1.0","1","1","0","1","0","1.44","7.53","3.56","4.83","0.0","0.0","10606"
"Tom Koehler","Pirates","0","0","4.96","0","0","0","1.0","1","1","0","1","0","1.48","7.88","3.91","4.83","0.0","0.0","6570"
"Michael Brady","","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.29","7.30","2.18","4.83","0.0","0.0","8461"
"Andrew Barbosa","","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.38","8.51","3.76","4.83","0.0","0.0","sa327830"
"Cory Thompson","Reds","0","0","4.75","0","1","0","1.0","1","1","0","1","0","1.45","7.86","3.91","4.83","0.0","0.0","sa738349"
"Braulio Lara","","0","0","4.55","0","1","0","1.0","1","1","0","1","1","1.57","8.76","5.67","4.83","0.0","0.0","sa506176"
"Daniel Webb","","0","0","4.75","0","1","0","1.0","1","1","0","1","0","1.50","7.27","4.25","4.83","0.0","0.0","10558"
"Michael Kopech","White Sox","0","0","4.71","0","0","0","1.0","1","1","0","1","1","1.43","10.30","4.95","4.83","0.0","0.0","17282"
"Daniel Alvarez","Yankees","0","0","4.67","0","1","0","1.0","1","1","0","1","0","1.41","8.47","3.93","4.83","0.0","0.0","sa828462"
"Simon Mathews","Angels","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.50","7.37","4.40","4.83","0.0","0.0","sa915665"
"Zach Pop","Orioles","0","0","4.72","0","1","0","1.0","1","1","0","1","0","1.50","7.70","4.27","4.83","0.0","0.0","sa829370"
"Jonathan Hennigan","Phillies","0","0","4.54","0","1","0","1.0","1","1","0","1","1","1.50","8.76","4.92","4.83","0.0","0.0","sa918447"
"Chris Mazza","Mets","0","0","4.78","0","0","0","1.0","1","1","0","1","0","1.46","6.33","3.37","4.83","0.0","0.0","sa599371"
"Brandon Lawson","Giants","0","0","4.76","0","0","0","1.0","1","1","0","1","0","1.49","5.37","3.43","4.84","0.0","0.0","sa918264"
"Casey Bloomquist","Cubs","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.46","6.45","3.48","4.84","0.0","0.0","sa875732"
"David Martinez","","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.37","7.29","3.02","4.84","0.0","0.0","8893"
"Adonis Uceta","Mets","0","0","4.75","0","1","0","1.0","1","1","0","1","0","1.47","8.06","4.29","4.84","0.0","0.0","sa737486"
"Warwick Saupold","","0","0","4.79","0","1","0","1.0","1","1","0","1","0","1.46","6.85","3.51","4.84","0.0","0.0","13211"
"Dominic LoBrutto","Red Sox","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.49","7.72","4.37","4.84","0.0","0.0","sa3004573"
"Chien-Ming Wang","","0","0","4.84","0","1","0","1.0","1","1","0","1","0","1.47","6.70","3.43","4.84","0.0","0.0","2074"
"Victor Payano","Reds","0","0","4.56","0","1","0","1.0","1","1","0","1","1","1.45","9.93","5.03","4.84","0.0","0.0","sa548111"
"Luis Garcia","Angels","3","3","3.62","0","57","1","55.0","47","22","6","45","30","1.41","7.40","4.89","4.84","-0.2","0.6","6984"
"Justin Lawrence","Rockies","0","0","4.89","0","3","0","3.0","3","2","0","3","2","1.61","7.87","5.14","4.84","0.0","0.0","sa875567"
"Kevin McGowan","Nationals","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.43","8.00","3.90","4.84","0.0","0.0","15215"
"Luis Heredia","","0","0","4.80","0","1","0","1.0","1","1","0","1","1","1.59","7.45","5.08","4.84","0.0","0.0","sa599061"
"Al Alburquerque","","0","0","4.75","0","1","0","1.0","1","1","0","1","0","1.46","7.88","4.03","4.84","0.0","0.0","6324"
"Michael Boyle","Dodgers","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.41","8.04","3.94","4.84","0.0","0.0","sa857604"
"Drew Carlton","Tigers","0","0","4.83","0","1","0","1.0","1","1","0","1","0","1.45","7.73","3.79","4.84","0.0","0.0","sa915572"
"Devin Burke","","0","0","4.84","0","0","0","1.0","1","1","0","1","0","1.41","6.73","2.98","4.84","0.0","0.0","sa577812"
"Jorge Rondon","","0","0","4.76","0","1","0","1.0","1","1","0","1","0","1.47","8.02","4.21","4.84","0.0","0.0","5791"
"Michael Mariot","","0","0","4.80","0","1","0","1.0","1","1","0","1","0","1.41","8.61","3.84","4.84","0.0","0.0","10835"
"Kieran Lovegrove","Giants","0","0","4.61","0","1","0","1.0","1","1","0","1","1","1.52","8.31","5.24","4.85","0.0","0.0","sa657950"
"Austin Davis","Phillies","0","0","4.03","0","11","0","14.0","14","6","2","15","8","1.61","10.07","5.21","4.85","-0.1","0.1","17117"
"Kevin Herget","Cardinals","0","0","4.85","0","0","0","1.0","1","1","0","1","0","1.38","7.43","3.01","4.85","0.0","0.0","sa738986"
"Thomas Lee","","0","0","4.83","0","1","0","1.0","1","1","0","1","0","1.43","7.40","3.46","4.85","0.0","0.0","sa659442"
"Jean Cosme","Padres","0","0","4.72","0","1","0","1.0","1","1","0","1","1","1.51","7.77","4.59","4.85","0.0","0.0","sa829216"
"Joe Navilhon","Tigers","0","0","4.83","0","1","0","1.0","1","1","0","1","0","1.39","7.95","3.39","4.85","0.0","0.0","sa918459"
"Patrick Schuster","","0","0","4.67","0","1","0","1.0","1","1","0","1","0","1.49","7.65","4.27","4.85","0.0","0.0","10029"
"Addison Reed","","1","1","4.87","0","27","0","27.0","28","14","5","23","8","1.36","7.65","2.79","4.85","-0.1","-0.1","10586"
"Sam Street","","0","0","4.76","0","1","0","1.0","1","1","0","1","0","1.46","7.00","3.73","4.85","0.0","0.0","sa829233"
"Dana Eveland","","0","0","4.72","0","1","0","1.0","1","1","0","1","0","1.49","7.22","4.15","4.85","0.0","0.0","5508"
"Kyle Schepel","","0","0","4.77","0","1","0","1.0","1","1","0","1","1","1.47","8.81","4.58","4.85","0.0","0.0","sa731235"
"Brady Dragmire","Nationals","0","0","4.84","0","0","0","1.0","1","1","0","1","0","1.52","5.53","3.49","4.85","0.0","0.0","sa598911"
"Brett Oberholtzer","","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.42","6.78","3.15","4.85","0.0","0.0","3855"
"Ryan Williams","","0","0","4.81","0","1","0","1.0","1","1","0","1","0","1.41","7.07","3.15","4.85","0.0","0.0","sa829137"
"Chris Perry","Cardinals","0","0","4.73","0","1","0","1.0","1","1","0","1","1","1.53","8.94","5.29","4.85","0.0","0.0","sa658337"
"Isaac Anderson","","0","0","4.73","0","0","0","1.0","1","1","0","1","0","1.38","7.09","3.05","4.85","0.0","0.0","sa738925"
"Chandler Shepherd","Orioles","0","0","4.74","0","3","0","3.0","3","2","1","3","1","1.36","7.70","2.99","4.85","0.0","0.0","sa602595"
"Robbie Aviles","","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.46","6.88","3.60","4.85","0.0","0.0","sa548357"
"Bryan Morris","","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.52","6.66","4.02","4.85","0.0","0.0","10234"
"Nick Masset","","0","0","4.87","0","1","0","1.0","1","1","0","1","0","1.48","7.05","3.64","4.85","0.0","0.0","7267"
"Jerad Eickhoff","Phillies","7","8","4.59","24","25","1","139.0","134","71","25","126","48","1.32","8.19","3.15","4.85","0.6","1.0","12664"
"Braxton Garrett","Marlins","0","0","4.63","0","0","0","1.0","1","1","0","1","1","1.55","7.74","5.05","4.85","0.0","0.0","sa917923"
"Cody Stashak","Twins","0","0","4.75","0","1","0","1.0","1","1","0","1","0","1.31","8.62","3.01","4.85","0.0","0.0","sa875608"
"JC Ramirez","Angels","1","1","4.77","2","9","0","19.0","20","10","3","14","7","1.43","6.77","3.44","4.85","0.0","0.0","8302"
"Andre Scrubb","Dodgers","0","0","4.53","0","1","0","1.0","1","1","0","1","1","1.50","8.63","5.18","4.85","0.0","0.0","sa873285"
"Chris Reed","","0","0","4.68","0","1","0","1.0","1","1","0","1","0","1.45","7.51","3.89","4.86","0.0","0.0","12801"
"Shane McCain","","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.43","7.59","3.64","4.86","0.0","0.0","sa829919"
"Miguel Del Pozo","Athletics","0","0","4.64","0","1","0","1.0","1","1","0","1","1","1.47","8.17","4.54","4.86","0.0","0.0","sa597267"
"Stephen Peterson","Brewers","0","0","4.68","0","1","0","1.0","1","1","0","1","0","1.46","8.54","4.30","4.86","0.0","0.0","sa599402"
"Christian Friedrich","Padres","0","0","4.76","0","0","0","1.0","1","1","0","1","0","1.45","6.97","3.54","4.86","0.0","0.0","7942"
"Tim Shibuya","","0","0","4.86","0","0","0","1.0","1","1","0","1","0","1.41","5.99","2.65","4.86","0.0","0.0","sa580380"
"Matt Brill","Diamondbacks","0","0","4.78","0","1","0","1.0","1","1","0","1","1","1.58","9.11","5.79","4.86","0.0","0.0","sa738328"
"Carlos Sano","Giants","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.44","8.47","4.44","4.86","0.0","0.0","sa3005415"
"Gonzalo Sanudo","","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.45","8.24","4.08","4.86","0.0","0.0","sa601493"
"Kirby Snead","Blue Jays","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.51","7.40","4.34","4.86","0.0","0.0","sa874046"
"Joe Nathan","","0","0","4.86","0","1","0","1.0","1","1","0","1","0","1.43","8.15","3.79","4.86","0.0","0.0","1122"
"Corey Black","Cubs","0","0","4.71","0","1","0","1.0","1","1","0","1","1","1.51","8.69","5.14","4.86","0.0","0.0","sa658004"
"Connor Seabold","Phillies","0","0","4.77","0","0","0","1.0","1","1","0","1","0","1.36","8.21","3.25","4.86","0.0","0.0","sa829464"
"Ryan Mattheus","","0","0","4.90","0","1","0","1.0","1","1","0","1","0","1.49","6.51","3.56","4.86","0.0","0.0","7169"
"Travis Ott","Rays","0","0","4.57","0","1","0","1.0","1","1","0","1","1","1.44","9.21","4.71","4.86","0.0","0.0","sa738460"
"Robby Rowland","","0","0","4.91","0","0","0","1.0","1","1","0","1","0","1.44","7.09","3.37","4.86","0.0","0.0","sa548199"
"Ben Holmes","Dodgers","0","0","4.60","0","0","0","1.0","1","1","0","1","0","1.42","7.84","3.93","4.86","0.0","0.0","sa549147"
"Trevor Oaks","Royals","0","0","4.90","0","0","0","1.0","1","1","0","1","0","1.44","5.81","2.86","4.86","0.0","0.0","16468"
"Wirfin Obispo","","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.45","8.83","4.46","4.86","0.0","0.0","sa530473"
"Trevor Charpie","","0","0","4.79","0","1","0","1.0","1","1","0","1","0","1.47","7.47","3.98","4.86","0.0","0.0","sa3004606"
"Albert Minnis","","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.50","7.46","4.27","4.86","0.0","0.0","sa549930"
"Dalier Hinojosa","","0","0","4.82","0","1","0","1.0","1","1","0","1","0","1.46","8.21","4.20","4.86","0.0","0.0","15671"
"Brad Schreiber","","0","0","4.77","0","1","0","1.0","1","1","0","1","0","1.50","7.91","4.49","4.87","0.0","0.0","sa503433"
"Jordan Pries","Cubs","0","0","4.84","0","0","0","1.0","1","1","0","1","0","1.42","7.50","3.57","4.87","0.0","0.0","sa577935"
"Justin Wright","","0","0","4.61","0","1","0","1.0","1","1","0","1","1","1.53","7.90","4.89","4.87","0.0","0.0","sa526239"
"Jake Faria","Rays","2","2","4.52","6","6","0","32.0","30","16","5","30","16","1.41","8.46","4.36","4.87","0.1","0.3","13699"
"Juan Gonzalez","","0","0","4.78","0","1","0","1.0","1","1","0","1","1","1.51","8.34","4.76","4.87","0.0","0.0","sa504209"
"Bobby Korecky","","0","0","4.83","0","1","0","1.0","1","1","0","1","0","1.46","7.00","3.61","4.87","0.0","0.0","4608"
"Steve Johnson","","0","0","4.80","0","1","0","1.0","1","1","0","1","0","1.42","8.45","3.92","4.87","0.0","0.0","4053"
"Brandon Cumpton","","0","0","4.83","0","1","0","1.0","1","1","0","1","0","1.48","6.76","3.68","4.87","0.0","0.0","11366"
"Colton Thomson","","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.47","8.27","4.45","4.87","0.0","0.0","sa920466"
"Curtis Taylor","Rays","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.39","8.87","4.17","4.87","0.0","0.0","sa917970"
"Johnny Barbato","","0","0","4.80","0","1","0","1.0","1","1","0","1","0","1.44","8.69","4.22","4.87","0.0","0.0","11440"
"Max Gamboa","Dodgers","0","0","4.64","0","1","0","1.0","1","1","0","1","1","1.51","8.52","5.04","4.87","0.0","0.0","sa3005358"
"Logan Salow","Dodgers","0","0","4.53","0","1","0","1.0","1","1","0","1","1","1.52","9.11","5.41","4.87","0.0","0.0","sa874231"
"Locke St. John","Rangers","0","0","4.65","0","1","0","1.0","1","1","0","1","1","1.49","8.38","4.67","4.87","0.0","0.0","sa829610"
"Jacob Turner","","0","0","4.85","0","1","0","1.0","1","1","0","1","0","1.46","7.13","3.72","4.87","0.0","0.0","10185"
"Jon Fitzsimmons","","0","0","4.80","0","1","0","1.0","1","1","0","1","1","1.48","8.55","4.54","4.87","0.0","0.0","sa742508"
"Holden Capps","Royals","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.52","6.69","4.27","4.87","0.0","0.0","sa3004097"
"Garrett Nuss","Angels","0","0","4.68","0","1","0","1.0","1","1","0","1","0","1.45","7.46","3.98","4.87","0.0","0.0","sa599500"
"Rob Wort","","0","0","4.83","0","1","0","1.0","1","1","0","1","0","1.46","8.56","4.34","4.88","0.0","0.0","sa502647"
"Allen Webster","Cubs","1","1","4.58","0","29","1","28.0","30","14","4","25","12","1.52","7.93","3.85","4.88","-0.1","-0.2","3993"
